TEXT,LABELS,BOUNDING_BOXES,token_ids,tokenized_text,tokenized_text_label_ids,tokenized_text_label
$,O,"[465, 507, 471, 516]",2819,##um,-100,O
1000.00,O,"[474, 507, 520, 516]",2512,non,27,S-goods_description
USD,O,"[192, 516, 219, 527]",1011,-,27,S-goods_description
will,O,"[224, 516, 244, 527]",14889,locking,27,S-goods_description
be,O,"[250, 516, 263, 527]",13354,plug,27,S-goods_description
charged,O,"[268, 516, 311, 528]",4067,thank,34,O
a,O,"[319, 517, 323, 528]",2017,you,34,O
$,O,"[329, 517, 335, 528]",2005,for,34,O
50.00,O,"[336, 517, 369, 528]",2115,your,34,O
USD,O,"[374, 517, 403, 528]",2449,business,34,O
wire,O,"[406, 519, 433, 529]",1012,.,34,O
fee,O,"[437, 519, 454, 529]",3042,phone,34,O
.,O,"[452, 519, 457, 529]",1001,#,34,O
For,O,"[30, 874, 59, 888]",6191,63,34,O
SSM,S-diclaration_by,"[62, 874, 98, 887]",2575,##6,-100,O
InfoTech,S-diclaration_by,"[103, 872, 171, 887]",1011,-,-100,O
Solutions,S-signed_by,"[178, 872, 255, 886]",5824,72,-100,O
Pvt,S-diclaration_by,"[258, 872, 287, 885]",2549,##4,-100,O
.,S-diclaration_by,"[284, 872, 289, 885]",1011,-,-100,O
Ltd.,S-diclaration_by,"[295, 872, 326, 885]",4029,36,-100,O
P.Q.,O,"[430, 321, 459, 328]",28756,##66,-100,O
NO,O,"[462, 321, 481, 328]",6904,fa,34,O
.,O,"[486, 321, 489, 328]",2595,##x,-100,O
Director,O,"[267, 921, 328, 933]",1001,#,34,O
SSM011306,S-purchase_order_no_and_agreement_ref_no,"[421, 349, 494, 356]",6191,63,34,O
E,O,"[442, 814, 448, 822]",2575,##6,-100,O
-,O,"[450, 814, 454, 822]",1011,-,-100,O
mail,O,"[455, 814, 481, 822]",5824,72,-100,O
sales@masterclock.com,O,"[391, 842, 530, 850]",2549,##4,-100,O
ProForma,O,"[654, 57, 814, 80]",1011,-,-100,O
Invoice,O,"[826, 59, 942, 81]",4261,37,-100,O
ProForma,O,"[838, 98, 901, 106]",2581,##7,-100,O
Inv,O,"[906, 98, 925, 106]",2575,##6,-100,O
#,O,"[930, 98, 938, 106]",3040,master,34,O
Ship,O,"[561, 166, 588, 177]",20464,##cl,-100,O
To,O,"[591, 166, 607, 175]",7432,##ock,-100,O
SSM,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[545, 187, 571, 196]",4942,sub,34,O
InfoTech,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[578, 186, 629, 197]",3406,##to,-100,O
Solutions,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[636, 187, 690, 198]",9080,##tal,-100,O
Pvt,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[697, 188, 715, 197]",2382,30,34,O
.,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[715, 188, 717, 197]",1003,%,34,O
Ltd.,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[722, 188, 746, 198]",19575,discount,34,O
Attn,O,"[544, 199, 569, 209]",11139,ups,34,O
:,O,"[571, 199, 574, 209]",8145,collect,34,O
Sudip,O,"[579, 199, 612, 209]",1011,-,34,O
Vidyarthi,O,"[615, 199, 673, 209]",8441,freight,34,O
C302,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[544, 210, 574, 220]",4244,##les,-100,O
",",S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[576, 210, 579, 220]",1012,.,34,O
President,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[583, 210, 639, 222]",14843,billed,34,O
Plaza,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[642, 211, 675, 221]",2000,to,34,O
",",S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[675, 211, 680, 221]",16222,acc,34,O
Near,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[544, 222, 573, 232]",2102,##t,-100,O
RTO,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[576, 222, 603, 232]",1012,.,34,O
",",S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[603, 222, 607, 232]",1001,#,34,O
Ring,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[612, 223, 641, 233]",1024,:,34,O
Road,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[646, 223, 676, 235]",1017,3,34,O
Surat,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[544, 234, 576, 244]",2099,##r,-100,O
",",S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[574, 234, 578, 244]",19317,##22,-100,O
Gujarat,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[578, 234, 622, 244]",2063,##e,-100,O
395001,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[630, 234, 671, 244]",2692,##0,-100,O
India,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[678, 234, 709, 245]",12598,transaction,34,O
TERMS,O,"[578, 324, 627, 332]",6364,processing,34,O
T,S-payment_terms,"[573, 349, 579, 357]",7408,fee,34,O
/,S-payment_terms,"[581, 349, 586, 357]",2035,all,34,O
T,S-payment_terms,"[585, 349, 591, 357]",4449,orders,34,O
100,S-payment_terms,"[598, 349, 619, 357]",2104,under,34,O
%,S-payment_terms,"[619, 349, 629, 357]",1002,$,34,O
Adv,S-payment_terms,"[636, 349, 661, 358]",6694,1000,34,O
.,S-payment_terms,"[661, 350, 664, 358]",1012,.,-100,O
QTY,O,"[593, 375, 624, 383]",4002,00,-100,O
1,O,"[663, 398, 670, 405]",13751,usd,34,O
1,O,"[661, 411, 668, 418]",2097,will,34,O
TOTAL,O,"[625, 782, 709, 795]",2022,be,34,O
REP,O,"[727, 325, 758, 333]",5338,charged,34,O
JWC,O,"[727, 352, 756, 360]",1037,a,34,O
Web,O,"[676, 818, 707, 825]",1002,$,34,O
Site,O,"[712, 818, 738, 825]",2753,50,34,O
DATE,O,"[760, 96, 797, 106]",1012,.,-100,O
1/8/2013,S-invoice_date,"[753, 124, 802, 131]",4002,00,-100,O
COST,O,"[722, 377, 760, 386]",13751,usd,34,O
For,O,"[440, 866, 467, 880]",7318,wire,34,O
SSM,O,"[472, 866, 506, 879]",7408,fee,34,O
InoTech,O,"[513, 866, 581, 879]",1012,.,34,O
Solutions,O,"[586, 866, 663, 879]",2005,for,34,O
Pvt,O,"[668, 864, 695, 879]",7020,ss,56,S-diclaration_by
.,O,"[695, 864, 700, 877]",2213,##m,-100,O
Ltd.,O,"[704, 864, 734, 877]",18558,info,56,S-diclaration_by
A.ADARector,O,"[591, 900, 741, 949]",15007,##tech,-100,O
685.00,O,"[761, 398, 801, 407]",7300,solutions,15,S-signed_by
0.00,O,"[777, 412, 799, 419]",26189,pv,56,S-diclaration_by
-30.00,O,"[750, 461, 785, 468]",2102,##t,-100,O
%,O,"[787, 461, 797, 468]",1012,.,56,S-diclaration_by
0.00,O,"[773, 485, 797, 494]",5183,ltd,56,S-diclaration_by
www.masterclock.com,O,"[639, 845, 773, 852]",1012,.,-100,O
50.00,O,"[767, 511, 797, 519]",1052,p,34,O
13716,S-performa_invoice_no,"[870, 125, 906, 133]",1012,.,-100,O
FOB,O,"[860, 327, 886, 334]",1053,q,-100,O
Factory,O,"[853, 352, 896, 362]",1012,.,-100,O
TOTAL,O,"[850, 377, 896, 388]",2053,no,34,O
685.00,O,"[884, 400, 921, 407]",1012,.,34,O
0.00,O,"[897, 413, 923, 422]",2472,director,34,O
685.00,O,"[884, 448, 923, 458]",7020,ss,4,S-purchase_order_no_and_agreement_ref_no
-205.50,O,"[877, 462, 921, 470]",2213,##m,-100,O
0.00,O,"[896, 488, 920, 494]",24096,##01,-100,O
50.00,O,"[889, 513, 920, 520]",17134,##13,-100,O
$,S-total_amount_in_numeric,"[867, 788, 875, 795]",2692,##0,-100,O
529.50,S-total_amount_in_numeric,"[872, 787, 913, 794]",2575,##6,-100,O
 , , ,1041,e,34,O
 , , ,1011,-,34,O
 , , ,5653,mail,34,O
 , , ,4341,sales,34,O
 , , ,1030,@,-100,O
 , , ,3040,master,-100,O
 , , ,20464,##cl,-100,O
 , , ,7432,##ock,-100,O
 , , ,1012,.,-100,O
 , , ,4012,com,-100,O
 , , ,11268,prof,34,O
 , , ,2953,##or,-100,O
 , , ,2863,##ma,-100,O
 , , ,1999,in,34,O
 , , ,6767,##vo,-100,O
 , , ,6610,##ice,-100,O
 , , ,11268,prof,34,O
 , , ,2953,##or,-100,O
 , , ,2863,##ma,-100,O
 , , ,1999,in,34,O
 , , ,2615,##v,-100,O
 , , ,1001,#,34,O
 , , ,2911,ship,34,O
 , , ,2000,to,34,O
 , , ,7020,ss,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
 , , ,2213,##m,-100,O
 , , ,18558,info,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
 , , ,15007,##tech,-100,O
 , , ,7300,solutions,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
 , , ,26189,pv,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
 , , ,2102,##t,-100,O
 , , ,1012,.,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
 , , ,5183,ltd,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
 , , ,1012,.,-100,O
 , , ,2012,at,34,O
 , , ,2102,##t,-100,O
 , , ,2078,##n,-100,O
 , , ,1024,:,34,O
 , , ,19219,sud,34,O
 , , ,11514,##ip,-100,O
 , , ,6819,vi,34,O
 , , ,25838,##dya,-100,O
 , , ,15265,##rth,-100,O
 , , ,2072,##i,-100,O
 , , ,1039,c,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,14142,##30,-100,O
 , , ,2475,##2,-100,O
 , , ,1010,",",20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,2343,president,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,8232,plaza,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,1010,",",20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,2379,near,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,19387,rt,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,2080,##o,-100,O
 , , ,1010,",",20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,3614,ring,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,2346,road,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,7505,sur,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,4017,##at,-100,O
 , , ,1010,",",20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,14288,gujarat,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,24673,395,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,8889,##00,-100,O
 , , ,2487,##1,-100,O
 , , ,2634,india,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
 , , ,3408,terms,34,O
 , , ,1056,t,60,S-payment_terms
 , , ,1013,/,60,S-payment_terms
 , , ,1056,t,60,S-payment_terms
 , , ,2531,100,60,S-payment_terms
 , , ,1003,%,60,S-payment_terms
 , , ,4748,ad,60,S-payment_terms
 , , ,2615,##v,-100,O
 , , ,1012,.,60,S-payment_terms
 , , ,1053,q,34,O
 , , ,3723,##ty,-100,O
 , , ,1015,1,34,O
 , , ,1015,1,34,O
 , , ,2561,total,34,O
 , , ,16360,rep,34,O
 , , ,1046,j,34,O
 , , ,16526,##wc,-100,O
 , , ,4773,web,34,O
 , , ,2609,site,34,O
 , , ,3058,date,34,O
 , , ,1015,1,54,S-invoice_date
 , , ,1013,/,-100,O
 , , ,1022,8,-100,O
 , , ,1013,/,-100,O
 , , ,2286,2013,-100,O
 , , ,3465,cost,34,O
 , , ,2005,for,34,O
 , , ,7020,ss,34,O
 , , ,2213,##m,-100,O
 , , ,1999,in,34,O
 , , ,12184,##ote,-100,O
 , , ,2818,##ch,-100,O
 , , ,7300,solutions,34,O
 , , ,26189,pv,34,O
 , , ,2102,##t,-100,O
 , , ,1012,.,34,O
 , , ,5183,ltd,34,O
 , , ,1012,.,-100,O
 , , ,1037,a,34,O
 , , ,1012,.,-100,O
 , , ,15262,ada,-100,O
 , , ,2890,##re,-100,O
 , , ,16761,##ctor,-100,O
 , , ,6273,68,34,O
 , , ,2629,##5,-100,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1014,0,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1011,-,34,O
 , , ,2382,30,-100,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1003,%,34,O
 , , ,1014,0,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,7479,www,34,O
 , , ,1012,.,-100,O
 , , ,3040,master,-100,O
 , , ,20464,##cl,-100,O
 , , ,7432,##ock,-100,O
 , , ,1012,.,-100,O
 , , ,4012,com,-100,O
 , , ,2753,50,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,14989,137,9,S-performa_invoice_no
 , , ,16048,##16,-100,O
 , , ,1042,f,34,O
 , , ,16429,##ob,-100,O
 , , ,4713,factory,34,O
 , , ,2561,total,34,O
 , , ,6273,68,34,O
 , , ,2629,##5,-100,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1014,0,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,6273,68,34,O
 , , ,2629,##5,-100,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1011,-,34,O
 , , ,16327,205,-100,O
 , , ,1012,.,-100,O
 , , ,2753,50,-100,O
 , , ,1014,0,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,2753,50,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1002,$,36,S-total_amount_in_numeric
 , , ,4720,52,36,S-total_amount_in_numeric
 , , ,2683,##9,-100,O
 , , ,1012,.,-100,O
 , , ,2753,50,-100,O
 , , ,102,[SEP],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
CIK,O,"[89, 90, 127, 119]",101,[CLS],-100,O
BIOTECH,O,"[128, 94, 188, 124]",25022,ci,34,O
Invoiced,O,"[45, 156, 88, 166]",2243,##k,-100,O
From,O,"[91, 156, 116, 166]",16012,bio,34,O
CTK,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[45, 176, 66, 188]",15007,##tech,-100,O
Biotech,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[70, 176, 103, 188]",1999,in,34,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[105, 176, 108, 188]",6767,##vo,-100,O
Inc.,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[111, 176, 129, 188]",6610,##ice,-100,O
10110,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[45, 193, 73, 205]",2094,##d,-100,O
Mesa,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[77, 193, 103, 205]",2013,from,34,O
Rim,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[105, 193, 123, 205]",14931,ct,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Rd,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[127, 193, 140, 205]",2243,##k,-100,O
San,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[45, 213, 64, 225]",16012,bio,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Diego,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[66, 213, 95, 225]",15007,##tech,-100,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[96, 213, 98, 225]",1010,",",39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
CA,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[101, 213, 114, 225]",4297,inc,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[116, 213, 119, 225]",1012,.,-100,O
92121,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[120, 213, 148, 225]",7886,101,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
USA,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[45, 232, 67, 244]",10790,##10,-100,O
Phone,O,"[45, 250, 75, 264]",15797,mesa,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
:,O,"[76, 250, 78, 264]",11418,rim,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
858-457-8698,O,"[82, 250, 147, 264]",16428,rd,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Fax,O,"[45, 271, 61, 282]",2624,san,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
:,O,"[63, 271, 65, 282]",5277,diego,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
858-535-1739,O,"[67, 271, 134, 282]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
info@ctkbiotech.com,O,"[44, 292, 142, 304]",6187,ca,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
www.clkbiotech.com,O,"[44, 308, 142, 323]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Invoice,O,"[45, 372, 80, 383]",6227,92,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Date,O,"[85, 372, 107, 383]",12521,##12,-100,O
2012/12/5,S-invoice_date,"[45, 390, 91, 400]",2487,##1,-100,O
Catalog,O,"[45, 414, 84, 427]",3915,usa,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
R0160C,O,"[46, 430, 84, 446]",3042,phone,34,O
Payment,O,"[138, 373, 180, 385]",1024,:,34,O
Terms,O,"[183, 373, 215, 385]",5594,85,34,O
100,S-payment_terms,"[138, 393, 155, 405]",2620,##8,-100,O
%,S-payment_terms,"[155, 393, 163, 405]",1011,-,-100,O
advance,S-payment_terms,"[167, 393, 207, 405]",3429,45,-100,O
Shipped,O,"[254, 156, 295, 171]",2581,##7,-100,O
From,O,"[300, 156, 325, 171]",1011,-,-100,O
Beijing,S-consignor_name,"[254, 176, 285, 190]",6564,86,-100,O
Genesee,S-consignor_name,"[290, 176, 333, 190]",2683,##9,-100,O
Biotech,S-consignor_name,"[336, 176, 370, 190]",2620,##8,-100,O
",",S-consignor_name,"[371, 176, 373, 190]",6904,fa,34,O
Inc.,S-consignor_name,"[377, 176, 392, 190]",2595,##x,-100,O
#,S-consignor_address,"[254, 195, 260, 208]",1024,:,34,O
36,S-consignor_address,"[260, 195, 271, 208]",5594,85,34,O
",",S-consignor_address,"[272, 195, 275, 208]",2620,##8,-100,O
Yangi,S-consignor_address,"[278, 195, 305, 208]",1011,-,-100,O
Donger,S-consignor_address,"[309, 195, 344, 208]",5187,53,-100,O
Road,S-consignor_address,"[346, 195, 371, 208]",2629,##5,-100,O
",",S-consignor_address,"[371, 195, 375, 208]",1011,-,-100,O
Huairou,S-consignor_address,"[254, 215, 291, 230]",25801,1739,-100,O
Yangi,S-consignor_address,"[295, 215, 322, 230]",18558,info,34,O
Industrial,S-consignor_address,"[326, 215, 369, 230]",1030,@,-100,O
Development,S-consignor_address,"[371, 215, 433, 230]",14931,ct,-100,O
Zone,S-consignor_address,"[254, 234, 278, 249]",2243,##k,-100,O
",",S-consignor_address,"[279, 234, 282, 249]",26282,##bio,-100,O
Beijing,S-consignor_address,"[254, 252, 284, 267]",15007,##tech,-100,O
",",S-consignor_address,"[286, 252, 289, 265]",1012,.,-100,O
China,S-consignor_address,"[291, 252, 319, 265]",4012,com,-100,O
101407,S-consignor_address,"[323, 252, 357, 265]",7479,www,34,O
Tel,O,"[254, 274, 270, 286]",1012,.,-100,O
:,O,"[270, 274, 272, 286]",18856,cl,-100,O
86-10-6166-9327-822,O,"[276, 274, 377, 286]",2243,##k,-100,O
or,O,"[380, 274, 390, 286]",26282,##bio,-100,O
-823,O,"[394, 274, 414, 286]",15007,##tech,-100,O
Fax,O,"[255, 291, 271, 304]",1012,.,-100,O
:,O,"[270, 291, 273, 303]",4012,com,-100,O
86-10-6166-6112,O,"[277, 291, 359, 303]",1999,in,34,O
Shipping,O,"[246, 372, 289, 387]",6767,##vo,-100,O
Terms,O,"[294, 372, 325, 385]",6610,##ice,-100,O
CIF,O,"[246, 395, 263, 405]",3058,date,34,O
Invoice,O,"[408, 85, 463, 104]",2262,2012,54,S-invoice_date
ID,O,"[469, 85, 482, 102]",1013,/,-100,O
6676,O,"[490, 85, 523, 102]",2260,12,-100,O
Description,O,"[133, 414, 190, 425]",1013,/,-100,O
Typhoid,O,"[133, 434, 170, 447]",1019,5,-100,O
IgG,O,"[175, 434, 189, 447]",12105,catalog,34,O
/,O,"[189, 434, 194, 447]",1054,r,34,O
IgM,O,"[192, 434, 209, 447]",24096,##01,-100,O
Rapid,O,"[214, 434, 240, 447]",16086,##60,-100,O
Test,O,"[244, 434, 265, 447]",2278,##c,-100,O
",",O,"[265, 434, 267, 447]",7909,payment,34,O
Cs,O,"[271, 434, 283, 447]",3408,terms,34,O
For,O,"[45, 481, 61, 496]",2531,100,60,S-payment_terms
Payment,O,"[65, 481, 110, 496]",1003,%,60,S-payment_terms
By,O,"[113, 481, 126, 496]",5083,advance,60,S-payment_terms
Wire,O,"[128, 481, 152, 496]",12057,shipped,34,O
Transfer,O,"[155, 481, 198, 496]",2013,from,34,O
Bank,O,"[45, 498, 67, 511]",7211,beijing,7,S-consignor_name
:,S-beneficiary_bank,"[69, 498, 71, 510]",9165,genes,7,S-consignor_name
Chase,S-beneficiary_bank,"[75, 498, 104, 510]",4402,##ee,-100,O
Swift,O,"[45, 513, 69, 528]",16012,bio,7,S-consignor_name
Code,O,"[70, 513, 96, 528]",15007,##tech,-100,O
:,S-beneficiary_bank_swift,"[97, 513, 101, 528]",1010,",",7,S-consignor_name
CHASUS33,S-beneficiary_bank_swift,"[102, 513, 158, 528]",4297,inc,7,S-consignor_name
(,O,"[161, 513, 164, 528]",1012,.,-100,O
or,O,"[165, 513, 175, 528]",1001,#,46,S-consignor_address
CHASUS33XXX,O,"[178, 513, 252, 530]",4029,36,46,S-consignor_address
),O,"[252, 515, 258, 530]",1010,",",46,S-consignor_address
Name,O,"[45, 538, 72, 550]",8675,yang,46,S-consignor_address
of,O,"[77, 538, 84, 550]",2072,##i,-100,O
Account,O,"[86, 538, 126, 550]",11947,dong,46,S-consignor_address
:,O,"[127, 538, 128, 550]",2121,##er,-100,O
CTK,O,"[133, 538, 153, 550]",2346,road,46,S-consignor_address
Biotech,O,"[157, 538, 190, 550]",1010,",",46,S-consignor_address
",",O,"[192, 538, 194, 550]",23064,hua,46,S-consignor_address
Inc.,O,"[197, 538, 214, 550]",9711,##iro,-100,O
Account,O,"[45, 557, 83, 570]",2226,##u,-100,O
#,O,"[85, 557, 91, 569]",8675,yang,46,S-consignor_address
:,O,"[90, 557, 94, 569]",2072,##i,-100,O
465298763,S-beneficiary_account_no,"[97, 557, 150, 569]",3919,industrial,46,S-consignor_address
Late,O,"[45, 577, 66, 590]",2458,development,46,S-consignor_address
